1045 1701447317 0,000000 0,200000 6,000000 6,000000 0,000000
1045 1701447318 12,000000 0,200000 2,400000 2,400000 -20,200000
1045 1701447319 6,000000 0,200000 3,600000 3,600000 -20,200000
1045 1701447320 6,000000 0,200000 4,800000 4,800000 -20,200000
1045 1701447321 6,000000 0,200000 6,000000 6,000000 -20,200000
1045 1701447322 3,000000 0,400000 7,200000 7,200000 -20,200000
1045 1701447323 3,000000 0,400000 8,400000 8,400000 -20,200000
1045 1701447324 3,000000 0,400000 9,600000 9,600000 -20,200000
1045 1701447325 3,000000 0,400000 10,800000 10,800000 -20,200000
1045 1701447326 3,000000 0,400000 12,000000 12,000000 -20,200000
1045 1701447327 2,000000 0,600000 13,200000 13,200000 -20,200000
1045 1701447328 2,000000 0,600000 14,400000 14,400000 -20,200000
1045 1701447329 2,000000 0,600000 15,600000 15,600000 -20,200000
1045 1701447330 2,000000 0,600000 16,800000 16,800000 -20,200000
1045 1701447331 2,000000 0,600000 18,000000 18,000000 -20,200000
1045 1701447332 1,500000 0,800000 19,200000 19,200000 -20,200000
1045 1701447333 1,500000 0,800000 20,400000 20,400000 -20,200000
1045 1701447334 1,500000 0,800000 21,600000 21,600000 -20,200000
1045 1701447335 1,500000 0,800000 22,800000 22,800000 -20,200000
1045 1701447336 1,500000 0,800000 24,000000 24,000000 -20,200000
1045 1701447337 1,200000 1,000000 25,200000 25,200000 -20,200000
1045 1701447338 1,200000 1,000000 26,400000 26,400000 -20,200000
1045 1701447339 1,200000 1,000000 27,600000 27,600000 -20,200000
1045 1701447340 1,200000 1,000000 28,800000 28,800000 -20,200000
1045 1701447341 1,200000 1,000000 30,000000 30,000000 -20,200000
1045 1701447342 1,000000 1,200000 31,200000 31,200000 -20,200000
1045 1701447343 1,000000 1,200000 32,400000 32,400000 -20,200000
1045 1701447344 1,000000 1,200000 33,600000 33,600000 -20,200000
1045 1701447345 1,000000 1,200000 34,800000 34,800000 -20,200000
1045 1701447346 1,000000 1,200000 36,000000 36,000000 -20,200000
1045 1701447347 0,857143 1,400000 37,200000 37,200000 -20,200000
1045 1701447348 0,857143 1,400000 38,400000 38,400000 -20,200000
1045 1701447349 0,857143 1,400000 39,600000 39,600000 -20,200000
1045 1701447350 0,857143 1,400000 40,800000 40,800000 -20,200000
1045 1701447351 0,857143 1,400000 42,000000 42,000000 -20,200000
1045 1701447352 0,750000 1,600000 43,200000 43,200000 -20,200000
1045 1701447353 0,750000 1,600000 44,400000 44,400000 -20,200000
1045 1701447354 0,750000 1,600000 45,600000 45,600000 -20,200000
1045 1701447355 0,750000 1,600000 46,800000 46,800000 -20,200000
1045 1701447356 0,750000 1,600000 48,000000 48,000000 -20,200000
1045 1701447357 0,666667 1,800000 49,200000 49,200000 -20,200000
1045 1701447358 0,666667 1,800000 50,400000 50,400000 -20,200000
1045 1701447359 0,666667 1,800000 51,600000 51,600000 -20,200000
1045 1701447360 0,666667 1,800000 52,800000 52,800000 -20,200000
1045 1701447361 0,666667 1,800000 54,000000 54,000000 -20,200000
1045 1701447362 0,600000 2,000000 55,200000 55,200000 -20,200000
1045 1701447363 0,600000 2,000000 56,400000 56,400000 -20,200000
1045 1701447364 0,600000 2,000000 57,600000 57,600000 -20,200000
1045 1701447365 0,600000 2,000000 58,800000 58,800000 -20,200000
1045 1701447366 0,600000 2,000000 60,000000 60,000000 -20,200000
1045 1701447367 0,000000 2,000000 60,000000 60,000000 -20,200000
1045 1701447368 0,000000 2,000000 60,000000 60,000000 -20,200000
1045 1701447369 0,000000 2,000000 60,000000 60,000000 -20,200000
1045 1701447370 0,000000 2,000000 60,000000 60,000000 -20,200000
1045 1701447371 0,000000 2,000000 60,000000 60,000000 -20,200000
1045 1701447372 0,000000 2,000000 60,000000 60,000000 -20,200000
1045 1701447373 0,000000 2,000000 60,000000 60,000000 -20,200000
1045 1701447374 0,000000 2,000000 60,000000 60,000000 -20,200000
1045 1701447375 0,000000 2,000000 60,000000 60,000000 -20,200000
1045 1701447376 0,000000 2,000000 60,000000 60,000000 -20,200000
1045 1701447377 0,000000 2,200000 60,000000 60,000000 -20,200000
1045 1701447378 0,000000 2,200000 60,000000 60,000000 -20,200000
1045 1701447379 0,000000 2,200000 60,000000 60,000000 -20,200000
1045 1701447380 0,000000 2,200000 60,000000 60,000000 -20,200000
1045 1701447381 0,000000 2,200000 60,000000 60,000000 -20,200000
1045 1701447382 0,000000 2,200000 60,000000 60,000000 -20,200000
1045 1701447383 0,000000 2,200000 60,000000 60,000000 -20,200000
1045 1701447384 0,000000 2,200000 60,000000 60,000000 -20,200000
1045 1701447385 0,000000 2,200000 60,000000 60,000000 -20,200000
1045 1701447386 0,000000 2,200000 60,000000 60,000000 -20,200000
1045 1701447387 0,000000 2,400000 60,000000 60,000000 -20,200000
1045 1701447388 0,000000 2,400000 60,000000 60,000000 -20,200000
1045 1701447389 0,000000 2,400000 60,000000 60,000000 -20,200000
1045 1701447390 0,000000 2,400000 60,000000 60,000000 -20,200000
1045 1701447391 0,000000 2,400000 60,000000 60,000000 -20,200000
1045 1701447392 0,000000 2,600000 60,000000 60,000000 -20,200000
1045 1701447393 0,000000 2,600000 60,000000 60,000000 -20,200000
1045 1701447394 0,000000 2,600000 60,000000 60,000000 -20,200000
1045 1701447395 0,000000 2,600000 60,000000 60,000000 -20,200000
1045 1701447396 0,000000 2,600000 60,000000 60,000000 -20,200000
1045 1701447397 0,000000 2,800000 60,000000 60,000000 -20,200000
1045 1701447398 0,000000 2,800000 60,000000 60,000000 -20,200000
1045 1701447399 0,000000 2,800000 60,000000 60,000000 -20,200000
1045 1701447400 0,000000 2,800000 60,000000 60,000000 -20,200000
1045 1701447401 0,000000 2,800000 60,000000 60,000000 -20,200000
1045 1701447402 0,000000 3,000000 60,000000 60,000000 -20,200000
1045 1701447403 0,000000 3,000000 60,000000 60,000000 -20,200000
1045 1701447404 0,000000 3,000000 60,000000 60,000000 -20,200000
1045 1701447405 0,000000 3,000000 60,000000 60,000000 -20,200000
1045 1701447406 0,000000 3,000000 60,000000 60,000000 -20,200000
1045 1701447407 0,000000 3,000000 60,000000 60,000000 -20,200000
1045 1701447408 0,000000 3,000000 60,000000 60,000000 -20,200000
1045 1701447409 0,000000 3,000000 60,000000 60,000000 -20,200000
1045 1701447410 0,000000 3,000000 60,000000 60,000000 -20,200000
1045 1701447411 0,000000 3,000000 60,000000 60,000000 -20,200000
1045 1701447412 0,000000 3,000000 60,000000 60,000000 -20,200000
1045 1701447413 0,000000 3,000000 60,000000 60,000000 -20,200000
1045 1701447414 0,000000 3,000000 60,000000 60,000000 -20,200000
1045 1701447415 0,000000 3,000000 60,000000 60,000000 -20,200000
1045 1701447416 0,000000 3,000000 60,000000 60,000000 -20,200000
1045 1701447417 0,000000 3,200000 60,000000 60,000000 -20,200000
1045 1701447418 0,000000 3,200000 60,000000 60,000000 -20,200000
1045 1701447419 0,000000 3,200000 60,000000 60,000000 -20,200000
1045 1701447420 0,000000 3,200000 60,000000 60,000000 -20,200000
1045 1701447421 0,000000 3,200000 60,000000 60,000000 -20,200000
1045 1701447422 0,000000 3,600000 60,000000 60,000000 -20,200000
1045 1701447423 0,000000 3,600000 60,000000 60,000000 -20,200000
1045 1701447424 0,000000 3,600000 60,000000 60,000000 -20,200000
1045 1701447425 0,000000 3,600000 60,000000 60,000000 -20,200000
1045 1701447426 0,000000 3,600000 60,000000 60,000000 -20,200000
1045 1701447427 0,000000 3,800000 60,000000 60,000000 -20,200000
1045 1701447428 0,000000 3,800000 60,000000 60,000000 -20,200000
1045 1701447429 0,000000 3,800000 60,000000 60,000000 -20,200000
1045 1701447430 0,000000 3,800000 60,000000 60,000000 -20,200000
1045 1701447431 0,000000 3,800000 60,000000 60,000000 -20,200000
1045 1701447432 0,000000 4,000000 60,000000 60,000000 -20,200000
1045 1701447433 0,000000 4,000000 60,000000 60,000000 -20,200000
1045 1701447434 0,000000 4,000000 60,000000 60,000000 -20,200000
1045 1701447435 0,000000 4,000000 60,000000 60,000000 -20,200000
1045 1701447436 0,000000 4,000000 60,000000 60,000000 -20,200000
1045 1701447437 0,000000 4,200000 60,000000 60,000000 -20,200000
1045 1701447438 0,000000 4,200000 60,000000 60,000000 -20,200000
1045 1701447439 0,000000 4,200000 60,000000 60,000000 -20,200000
1045 1701447440 0,000000 4,200000 60,000000 60,000000 -20,200000
1045 1701447441 0,000000 4,200000 60,000000 60,000000 -20,200000
1045 1701447442 0,000000 4,200000 60,000000 60,000000 -20,200000
1045 1701447443 0,000000 4,200000 60,000000 60,000000 -20,200000
1045 1701447444 0,000000 4,200000 60,000000 60,000000 -20,200000
1045 1701447445 0,000000 4,200000 60,000000 60,000000 -20,200000
1045 1701447446 0,000000 4,200000 60,000000 60,000000 -20,200000
1045 1701447447 0,000000 4,200000 60,000000 60,000000 -20,200000
1045 1701447448 0,000000 4,200000 60,000000 60,000000 -20,200000
1045 1701447449 0,000000 4,200000 60,000000 60,000000 -20,200000
1045 1701447450 0,000000 4,200000 60,000000 60,000000 -20,200000
1045 1701447451 0,000000 4,200000 60,000000 60,000000 -20,200000
1045 1701447452 0,000000 4,400000 60,000000 60,000000 -20,200000
1045 1701447453 0,000000 4,400000 60,000000 60,000000 -20,200000
1045 1701447454 0,000000 4,400000 60,000000 60,000000 -20,200000
1045 1701447455 0,000000 4,400000 60,000000 60,000000 -20,200000
1045 1701447456 0,000000 4,400000 60,000000 60,000000 -20,200000
1045 1701447457 0,000000 4,600000 60,000000 60,000000 -20,200000
1045 1701447458 0,000000 4,600000 60,000000 60,000000 -20,200000
1045 1701447459 0,000000 4,600000 60,000000 60,000000 -20,200000
1045 1701447460 0,000000 4,600000 60,000000 60,000000 -20,200000
1045 1701447461 0,000000 4,600000 60,000000 60,000000 -20,200000
1045 1701447462 0,000000 4,800000 60,000000 60,000000 -20,200000
1045 1701447463 0,000000 4,800000 60,000000 60,000000 -20,200000
1045 1701447464 0,000000 4,800000 60,000000 60,000000 -20,200000
1045 1701447465 0,000000 4,800000 60,000000 60,000000 -20,200000
1045 1701447466 0,000000 4,800000 60,000000 60,000000 -20,200000
1045 1701447467 0,000000 4,800000 60,000000 60,000000 -20,200000
1045 1701447468 0,000000 4,800000 60,000000 60,000000 -20,200000
1045 1701447469 0,000000 4,800000 60,000000 60,000000 -20,200000
1045 1701447470 0,000000 4,800000 60,000000 60,000000 -20,200000
1045 1701447471 0,000000 4,800000 60,000000 60,000000 -20,200000
1045 1701447472 0,000000 4,800000 60,000000 60,000000 -20,200000
1045 1701447473 0,000000 4,800000 60,000000 60,000000 -20,200000
1045 1701447474 0,000000 4,800000 60,000000 60,000000 -20,200000
1045 1701447475 0,000000 4,800000 60,000000 60,000000 -20,200000
1045 1701447476 0,000000 4,800000 60,000000 60,000000 -20,200000
1045 1701447477 0,000000 5,200000 60,000000 60,000000 -20,200000
1045 1701447478 0,000000 5,200000 60,000000 60,000000 -20,200000
1045 1701447479 0,000000 5,200000 60,000000 60,000000 -20,200000
1045 1701447480 0,000000 5,200000 60,000000 60,000000 -20,200000
1045 1701447481 0,000000 5,200000 60,000000 60,000000 -20,200000
1045 1701447482 0,000000 5,200000 60,000000 60,000000 -20,200000
1045 1701447483 0,000000 5,200000 60,000000 60,000000 -20,200000
1045 1701447484 0,000000 5,200000 60,000000 60,000000 -20,200000
1045 1701447485 0,000000 5,200000 60,000000 60,000000 -20,200000
1045 1701447486 0,000000 5,200000 60,000000 60,000000 -20,200000
1045 1701447487 0,000000 5,400000 60,000000 60,000000 -20,200000
1045 1701447488 0,000000 5,400000 60,000000 60,000000 -20,200000
1045 1701447489 0,000000 5,400000 60,000000 60,000000 -20,200000
1045 1701447490 0,000000 5,400000 60,000000 60,000000 -20,200000
1045 1701447491 0,000000 5,400000 60,000000 60,000000 -20,200000
1045 1701447492 0,000000 5,800000 60,000000 60,000000 -20,200000
1045 1701447493 0,000000 5,800000 60,000000 60,000000 -20,200000
1045 1701447494 0,000000 5,800000 60,000000 60,000000 -20,200000
1045 1701447495 0,000000 5,800000 60,000000 60,000000 -20,200000
1045 1701447496 0,000000 5,800000 60,000000 60,000000 -20,200000
1045 1701447497 0,000000 6,000000 60,000000 60,000000 -20,200000
1045 1701447498 0,000000 6,000000 60,000000 60,000000 -20,200000
1045 1701447499 0,000000 6,000000 60,000000 60,000000 -20,200000
1045 1701447500 0,000000 6,000000 60,000000 60,000000 -20,200000
1045 1701447501 0,000000 6,000000 60,000000 60,000000 -20,200000
1045 1701447502 0,000000 6,000000 60,000000 60,000000 -20,200000
1045 1701447503 0,000000 6,000000 60,000000 60,000000 -20,200000
1045 1701447504 0,000000 6,000000 60,000000 60,000000 -20,200000
1045 1701447505 0,000000 6,000000 60,000000 60,000000 -20,200000
1045 1701447506 0,000000 6,000000 60,000000 60,000000 -20,200000
1045 1701447507 0,000000 6,000000 60,000000 60,000000 -20,200000
1045 1701447508 0,000000 6,000000 60,000000 60,000000 -20,200000
1045 1701447509 0,000000 6,000000 60,000000 60,000000 -20,200000
1045 1701447510 0,000000 6,000000 60,000000 60,000000 -20,200000
1045 1701447511 0,000000 6,000000 60,000000 60,000000 -20,200000
1045 1701447512 0,000000 6,000000 60,000000 60,000000 -20,200000
1045 1701447513 0,000000 6,000000 60,000000 60,000000 -20,200000
1045 1701447514 0,000000 6,000000 60,000000 60,000000 -20,200000
1045 1701447515 0,000000 6,000000 60,000000 60,000000 -20,200000
1045 1701447516 0,000000 6,000000 60,000000 60,000000 -20,200000
1045 1701447517 0,000000 6,200000 60,000000 60,000000 -20,200000
1045 1701447518 0,000000 6,200000 60,000000 60,000000 -20,200000
1045 1701447519 0,000000 6,200000 60,000000 60,000000 -20,200000
1045 1701447520 0,000000 6,200000 60,000000 60,000000 -20,200000
1045 1701447521 0,000000 6,200000 60,000000 60,000000 -20,200000
1045 1701447522 0,000000 6,400000 60,000000 60,000000 -20,200000
1045 1701447523 0,000000 6,400000 60,000000 60,000000 -20,200000
1045 1701447524 0,000000 6,400000 60,000000 60,000000 -20,200000
1045 1701447525 0,000000 6,400000 60,000000 60,000000 -20,200000
1045 1701447526 0,000000 6,400000 60,000000 60,000000 -20,200000
1045 1701447527 0,000000 6,400000 60,000000 60,000000 -20,200000
1045 1701447528 0,000000 6,400000 60,000000 60,000000 -20,200000
1045 1701447529 0,000000 6,400000 60,000000 60,000000 -20,200000
1045 1701447530 0,000000 6,400000 60,000000 60,000000 -20,200000
1045 1701447531 0,000000 6,400000 60,000000 60,000000 -20,200000
1045 1701447532 0,000000 6,600000 60,000000 60,000000 -20,200000
1045 1701447533 0,000000 6,600000 60,000000 60,000000 -20,200000
1045 1701447534 0,000000 6,600000 60,000000 60,000000 -20,200000
1045 1701447535 0,000000 6,600000 60,000000 60,000000 -20,200000
1045 1701447536 0,000000 6,600000 60,000000 60,000000 -20,200000
1045 1701447537 0,000000 6,800000 60,000000 60,000000 -20,200000
1045 1701447538 0,000000 6,800000 60,000000 60,000000 -20,200000
1045 1701447539 0,000000 6,800000 60,000000 60,000000 -20,200000
1045 1701447540 0,000000 6,800000 60,000000 60,000000 -20,200000
1045 1701447541 0,000000 6,800000 60,000000 60,000000 -20,200000
1045 1701447542 0,000000 7,000000 60,000000 60,000000 -20,200000
1045 1701447543 0,000000 7,000000 60,000000 60,000000 -20,200000
1045 1701447544 0,000000 7,000000 60,000000 60,000000 -20,200000
1045 1701447545 0,000000 7,000000 60,000000 60,000000 -20,200000
1045 1701447546 0,000000 7,000000 60,000000 60,000000 -20,200000
1045 1701447547 0,000000 7,200000 60,000000 60,000000 -20,200000
1045 1701447548 0,000000 7,200000 60,000000 60,000000 -20,200000
1045 1701447549 0,000000 7,200000 60,000000 60,000000 -20,200000
1045 1701447550 0,000000 7,200000 60,000000 60,000000 -20,200000
1045 1701447551 0,000000 7,200000 60,000000 60,000000 -20,200000
1045 1701447552 0,000000 7,600000 60,000000 60,000000 -20,200000
1045 1701447553 0,000000 7,600000 60,000000 60,000000 -20,200000
1045 1701447554 0,000000 7,600000 60,000000 60,000000 -20,200000
1045 1701447555 0,000000 7,600000 60,000000 60,000000 -20,200000
1045 1701447556 0,000000 7,600000 60,000000 60,000000 -20,200000
1045 1701447557 0,000000 7,600000 60,000000 60,000000 -20,200000
1045 1701447558 0,000000 7,600000 60,000000 60,000000 -20,200000
1045 1701447559 0,000000 7,600000 60,000000 60,000000 -20,200000
1045 1701447560 0,000000 7,600000 60,000000 60,000000 -20,200000
1045 1701447561 0,000000 7,600000 60,000000 60,000000 -20,200000
1045 1701447562 0,000000 7,800000 60,000000 60,000000 -20,200000
1045 1701447563 0,000000 7,800000 60,000000 60,000000 -20,200000
1045 1701447564 0,000000 7,800000 60,000000 60,000000 -20,200000
1045 1701447565 0,000000 7,800000 60,000000 60,000000 -20,200000
1045 1701447566 0,000000 7,800000 60,000000 60,000000 -20,200000
1045 1701447567 0,000000 8,000000 60,000000 60,000000 -20,200000
1045 1701447568 0,000000 8,000000 60,000000 60,000000 -20,200000
1045 1701447569 0,000000 8,000000 60,000000 60,000000 -20,200000
1045 1701447570 0,000000 8,000000 60,000000 60,000000 -20,200000
1045 1701447571 0,000000 8,000000 60,000000 60,000000 -20,200000
1045 1701447572 0,000000 8,200000 60,000000 60,000000 -20,200000
1045 1701447573 0,000000 8,200000 60,000000 60,000000 -20,200000
1045 1701447574 0,000000 8,200000 60,000000 60,000000 -20,200000
1045 1701447575 0,000000 8,200000 60,000000 60,000000 -20,200000
1045 1701447576 0,000000 8,200000 60,000000 60,000000 -20,200000
1045 1701447577 0,000000 8,200000 60,000000 60,000000 -20,200000
1045 1701447578 0,000000 8,200000 60,000000 60,000000 -20,200000
