offline_datapoint_8 1701447339 1225898,000
offline_datapoint_2 1701447339 2813,000
offline_datapoint_23 1701447339 416403456,000
offline_datapoint_11 1701447339 363315200,000
offline_datapoint_0 1701447339 9847951360,000
offline_datapoint_6 1701447339 136134656,000
offline_datapoint_22 1701447339 3576,000
offline_datapoint_16 1701447337 59,890
offline_datapoint_5 1701447337 15536,910
offline_datapoint_18 1701447339 136134656,000
offline_datapoint_28 1701447337 10,980
offline_datapoint_17 1701447339 6009909248,000
offline_datapoint_4 1701447339 5831819264,000
offline_datapoint_3 1701447337 0,260
offline_datapoint_9 1701447337 18,518
offline_datapoint_21 1701447337 7,407
offline_datapoint_10 1701447337 5416,424
offline_datapoint_15 1701447339 0,000
offline_datapoint_27 1701447337 5498,607
offline_datapoint_13 1701447337 38795,027
offline_datapoint_25 1701447337 0,902
offline_datapoint_14 1701447337 56,230
offline_datapoint_7 1701447337 99,394
offline_datapoint_26 1701447337 8,318
offline_datapoint_19 1701447337 23258,130
offline_datapoint_1 1701447337 0,027
offline_datapoint_8 1701447342 1225898,000
offline_datapoint_2 1701447342 2811,000
offline_datapoint_23 1701447342 416440320,000
offline_datapoint_11 1701447342 363405312,000
offline_datapoint_0 1701447342 9853292544,000
offline_datapoint_6 1701447342 136318976,000
offline_datapoint_22 1701447342 3578,000
offline_datapoint_16 1701447340 0,334
offline_datapoint_5 1701447340 1512,802
offline_datapoint_18 1701447342 136323072,000
offline_datapoint_28 1701447340 0,334
offline_datapoint_17 1701447342 6017310720,000
offline_datapoint_4 1701447342 5840162816,000
offline_datapoint_3 1701447340 0,000
offline_datapoint_9 1701447340 4,214
offline_datapoint_21 1701447340 2,218
offline_datapoint_10 1701447340 2529,242
offline_datapoint_15 1701447342 0,000
offline_datapoint_27 1701447340 3039,633
offline_datapoint_13 1701447340 383,461
offline_datapoint_25 1701447340 0,174
offline_datapoint_14 1701447340 8,017
offline_datapoint_7 1701447340 99,243
offline_datapoint_26 1701447340 2,672
offline_datapoint_19 1701447340 85760,000
offline_datapoint_1 1701447340 0,005
offline_datapoint_8 1701447345 1225898,000
offline_datapoint_2 1701447345 2808,000
offline_datapoint_23 1701447345 416440320,000
offline_datapoint_11 1701447345 363560960,000
offline_datapoint_0 1701447345 9848700928,000
offline_datapoint_6 1701447345 137302016,000
offline_datapoint_22 1701447345 3576,000
offline_datapoint_16 1701447343 138,501
offline_datapoint_5 1701447343 12283,785
offline_datapoint_18 1701447345 137302016,000
offline_datapoint_28 1701447343 16,939
offline_datapoint_17 1701447345 6011371520,000
offline_datapoint_4 1701447345 5824217088,000
offline_datapoint_3 1701447343 0,259
offline_datapoint_9 1701447343 12,035
offline_datapoint_21 1701447343 4,152
offline_datapoint_10 1701447343 4724,660
offline_datapoint_15 1701447345 0,000
offline_datapoint_27 1701447343 4832,937
offline_datapoint_13 1701447343 20095,334
offline_datapoint_25 1701447343 0,344
offline_datapoint_14 1701447343 30,557
offline_datapoint_7 1701447343 99,764
offline_datapoint_26 1701447343 4,982
offline_datapoint_19 1701447343 32550,957
offline_datapoint_1 1701447343 0,010
offline_datapoint_8 1701447348 1225898,000
offline_datapoint_2 1701447348 2814,000
offline_datapoint_23 1701447348 416464896,000
offline_datapoint_11 1701447348 363659264,000
offline_datapoint_0 1701447348 9850560512,000
offline_datapoint_6 1701447348 137883648,000
offline_datapoint_22 1701447348 3596,000
offline_datapoint_16 1701447346 11,673
offline_datapoint_5 1701447346 8827,954
offline_datapoint_18 1701447348 137883648,000
offline_datapoint_28 1701447346 2,001
offline_datapoint_17 1701447348 6012321792,000
offline_datapoint_4 1701447348 5814120448,000
offline_datapoint_3 1701447346 0,000
offline_datapoint_9 1701447346 6,997
offline_datapoint_21 1701447346 2,735
offline_datapoint_10 1701447346 3280,384
offline_datapoint_15 1701447348 0,000
offline_datapoint_27 1701447346 3860,354
offline_datapoint_13 1701447346 1769,593
offline_datapoint_25 1701447346 0,210
offline_datapoint_14 1701447346 23,679
offline_datapoint_7 1701447346 99,800
offline_datapoint_26 1701447346 5,336
offline_datapoint_19 1701447346 13283,155
offline_datapoint_1 1701447346 0,006
offline_datapoint_8 1701447351 1225898,000
offline_datapoint_2 1701447351 2810,000
offline_datapoint_23 1701447351 416464896,000
offline_datapoint_11 1701447351 363659264,000
offline_datapoint_0 1701447351 9849602048,000
offline_datapoint_6 1701447351 137990144,000
offline_datapoint_22 1701447351 3587,000
offline_datapoint_16 1701447349 0,000
offline_datapoint_5 1701447349 1064,184
offline_datapoint_18 1701447351 137990144,000
offline_datapoint_28 1701447349 0,000
offline_datapoint_17 1701447351 6011830272,000
offline_datapoint_4 1701447351 5813403648,000
offline_datapoint_3 1701447349 0,130
offline_datapoint_9 1701447349 2,458
offline_datapoint_21 1701447349 1,953
offline_datapoint_10 1701447349 2437,754
offline_datapoint_15 1701447351 0,000
offline_datapoint_27 1701447349 2917,504
offline_datapoint_13 1701447349 43,341
offline_datapoint_25 1701447349 0,257
offline_datapoint_14 1701447349 22,337
offline_datapoint_7 1701447349 99,652
offline_datapoint_26 1701447349 1,667
offline_datapoint_19 1701447349 6014,090
offline_datapoint_1 1701447349 0,008
offline_datapoint_8 1701447354 1225898,000
offline_datapoint_2 1701447354 2812,000
offline_datapoint_23 1701447354 416473088,000
offline_datapoint_11 1701447354 363679744,000
offline_datapoint_0 1701447354 9850126336,000
offline_datapoint_6 1701447354 136744960,000
offline_datapoint_22 1701447354 3592,000
offline_datapoint_16 1701447352 3,000
offline_datapoint_5 1701447352 11151,798
offline_datapoint_18 1701447354 136744960,000
offline_datapoint_28 1701447352 0,667
offline_datapoint_17 1701447354 6012809216,000
offline_datapoint_4 1701447354 5815005184,000
offline_datapoint_3 1701447352 0,260
offline_datapoint_9 1701447352 10,655
offline_datapoint_21 1701447352 4,689
offline_datapoint_10 1701447352 3476,790
offline_datapoint_15 1701447354 0,000
offline_datapoint_27 1701447352 4001,192
offline_datapoint_13 1701447352 1893,915
offline_datapoint_25 1701447352 0,150
offline_datapoint_14 1701447352 11,668
offline_datapoint_7 1701447352 99,688
offline_datapoint_26 1701447352 3,667
offline_datapoint_19 1701447352 18505,143
offline_datapoint_1 1701447352 0,005
offline_datapoint_8 1701447357 1225898,000
offline_datapoint_2 1701447357 2814,000
offline_datapoint_23 1701447357 416473088,000
offline_datapoint_11 1701447357 363679744,000
offline_datapoint_0 1701447357 9846710272,000
offline_datapoint_6 1701447357 136761344,000
offline_datapoint_22 1701447357 3595,000
offline_datapoint_16 1701447355 0,000
offline_datapoint_5 1701447355 635,239
offline_datapoint_18 1701447357 136761344,000
offline_datapoint_28 1701447355 0,000
offline_datapoint_17 1701447357 6009257984,000
offline_datapoint_4 1701447357 5813608448,000
offline_datapoint_3 1701447355 0,261
offline_datapoint_9 1701447355 2,230
offline_datapoint_21 1701447355 1,305
offline_datapoint_10 1701447355 2376,882
offline_datapoint_15 1701447357 0,000
offline_datapoint_27 1701447355 2736,772
offline_datapoint_13 1701447355 67,835
offline_datapoint_25 1701447355 0,019
offline_datapoint_14 1701447355 3,342
offline_datapoint_7 1701447355 99,988
offline_datapoint_26 1701447355 0,668
offline_datapoint_19 1701447355 5068,800
offline_datapoint_1 1701447355 0,001
offline_datapoint_8 1701447360 1225898,000
offline_datapoint_2 1701447360 2815,000
offline_datapoint_23 1701447360 416473088,000
offline_datapoint_11 1701447360 363761664,000
offline_datapoint_0 1701447360 9848803328,000
offline_datapoint_6 1701447360 136900608,000
offline_datapoint_22 1701447360 3589,000
offline_datapoint_16 1701447358 1,327
offline_datapoint_5 1701447358 6665,357
offline_datapoint_18 1701447360 136900608,000
offline_datapoint_28 1701447358 0,995
offline_datapoint_17 1701447360 6010892288,000
offline_datapoint_4 1701447360 5815123968,000
offline_datapoint_3 1701447358 0,000
offline_datapoint_9 1701447358 7,706
offline_datapoint_21 1701447358 3,759
offline_datapoint_10 1701447358 3283,076
offline_datapoint_15 1701447360 0,000
offline_datapoint_27 1701447358 3791,049
offline_datapoint_13 1701447358 1172,883
offline_datapoint_25 1701447358 0,095
offline_datapoint_14 1701447358 10,286
offline_datapoint_7 1701447358 99,900
offline_datapoint_26 1701447358 3,318
offline_datapoint_19 1701447358 13609,290
offline_datapoint_1 1701447358 0,003
offline_datapoint_8 1701447363 1225898,000
offline_datapoint_2 1701447363 2812,000
offline_datapoint_23 1701447363 416473088,000
offline_datapoint_11 1701447363 363847680,000
offline_datapoint_0 1701447363 9847312384,000
offline_datapoint_6 1701447363 138059776,000
offline_datapoint_22 1701447363 3590,000
offline_datapoint_16 1701447361 11,026
offline_datapoint_5 1701447361 13158,417
offline_datapoint_18 1701447363 138059776,000
offline_datapoint_28 1701447361 1,671
offline_datapoint_17 1701447363 6010122240,000
offline_datapoint_4 1701447363 5819523072,000
offline_datapoint_3 1701447361 0,261
offline_datapoint_9 1701447361 11,922
offline_datapoint_21 1701447361 4,697
offline_datapoint_10 1701447361 3774,488
offline_datapoint_15 1701447363 0,000
offline_datapoint_27 1701447361 4368,542
offline_datapoint_13 1701447361 12668,940
offline_datapoint_25 1701447361 0,205
offline_datapoint_14 1701447361 9,689
offline_datapoint_7 1701447361 99,685
offline_datapoint_26 1701447361 3,341
offline_datapoint_19 1701447361 17531,586
offline_datapoint_1 1701447361 0,006
offline_datapoint_8 1701447366 1225898,000
offline_datapoint_2 1701447366 2806,000
offline_datapoint_23 1701447366 416473088,000
offline_datapoint_11 1701447366 363847680,000
offline_datapoint_0 1701447366 9848524800,000
offline_datapoint_6 1701447366 137801728,000
offline_datapoint_22 1701447366 3592,000
offline_datapoint_16 1701447364 5,338
offline_datapoint_5 1701447364 1727,766
offline_datapoint_18 1701447366 137801728,000
offline_datapoint_28 1701447364 0,667
offline_datapoint_17 1701447366 6011195392,000
offline_datapoint_4 1701447366 5819412480,000
offline_datapoint_3 1701447364 0,000
offline_datapoint_9 1701447364 4,612
offline_datapoint_21 1701447364 2,085
offline_datapoint_10 1701447364 2708,912
offline_datapoint_15 1701447366 0,000
offline_datapoint_27 1701447364 2976,134
offline_datapoint_13 1701447364 7941,583
offline_datapoint_25 1701447364 0,467
offline_datapoint_14 1701447364 26,689
offline_datapoint_7 1701447364 99,206
offline_datapoint_26 1701447364 4,003
offline_datapoint_19 1701447364 15910,400
offline_datapoint_1 1701447364 0,014
offline_datapoint_8 1701447369 1225898,000
offline_datapoint_2 1701447369 2808,000
offline_datapoint_23 1701447369 416473088,000
offline_datapoint_11 1701447369 363913216,000
offline_datapoint_0 1701447369 9848832000,000
offline_datapoint_6 1701447369 137801728,000
offline_datapoint_22 1701447369 3582,000
offline_datapoint_16 1701447367 0,000
offline_datapoint_5 1701447367 128,423
offline_datapoint_18 1701447369 137801728,000
offline_datapoint_28 1701447367 0,000
offline_datapoint_17 1701447369 6011621376,000
offline_datapoint_4 1701447369 5818531840,000
offline_datapoint_3 1701447367 0,000
offline_datapoint_9 1701447367 3,803
offline_datapoint_21 1701447367 1,300
offline_datapoint_10 1701447367 2155,251
offline_datapoint_15 1701447369 0,000
offline_datapoint_27 1701447367 2533,202
offline_datapoint_13 1701447367 62,548
offline_datapoint_25 1701447367 0,044
offline_datapoint_14 1701447367 5,989
offline_datapoint_7 1701447367 99,838
offline_datapoint_26 1701447367 0,665
offline_datapoint_19 1701447367 17294,222
offline_datapoint_1 1701447367 0,001
offline_datapoint_8 1701447372 1225898,000
offline_datapoint_2 1701447372 2808,000
offline_datapoint_23 1701447372 416473088,000
offline_datapoint_11 1701447372 363913216,000
offline_datapoint_0 1701447372 9847398400,000
offline_datapoint_6 1701447372 137805824,000
offline_datapoint_22 1701447372 3587,000
offline_datapoint_16 1701447370 0,000
offline_datapoint_5 1701447370 501,491
offline_datapoint_18 1701447372 137805824,000
offline_datapoint_28 1701447370 0,000
offline_datapoint_17 1701447372 6009921536,000
offline_datapoint_4 1701447372 5817724928,000
offline_datapoint_3 1701447370 0,000
offline_datapoint_9 1701447370 2,381
offline_datapoint_21 1701447370 1,043
offline_datapoint_10 1701447370 2381,329
offline_datapoint_15 1701447372 0,000
offline_datapoint_27 1701447370 2553,498
offline_datapoint_13 1701447370 46,379
offline_datapoint_25 1701447370 0,021
offline_datapoint_14 1701447370 2,669
offline_datapoint_7 1701447370 99,973
offline_datapoint_26 1701447370 0,667
offline_datapoint_19 1701447370 14912,000
offline_datapoint_1 1701447370 0,001
offline_datapoint_8 1701447375 1225898,000
offline_datapoint_2 1701447375 2807,000
offline_datapoint_23 1701447375 416473088,000
offline_datapoint_11 1701447375 363913216,000
offline_datapoint_0 1701447375 9851973632,000
offline_datapoint_6 1701447375 137019392,000
offline_datapoint_22 1701447375 3587,000
offline_datapoint_16 1701447373 5,327
offline_datapoint_5 1701447373 830,968
offline_datapoint_18 1701447375 137019392,000
offline_datapoint_28 1701447373 0,666
offline_datapoint_17 1701447375 6015877120,000
offline_datapoint_4 1701447375 5822980096,000
offline_datapoint_3 1701447373 0,130
offline_datapoint_9 1701447373 4,416
offline_datapoint_21 1701447373 1,821
offline_datapoint_10 1701447373 2488,242
offline_datapoint_15 1701447375 0,000
offline_datapoint_27 1701447373 2876,094
offline_datapoint_13 1701447373 71,911
offline_datapoint_25 1701447373 0,060
offline_datapoint_14 1701447373 22,306
offline_datapoint_7 1701447373 99,932
offline_datapoint_26 1701447373 0,333
offline_datapoint_19 1701447373 5700,776
offline_datapoint_1 1701447373 0,002
offline_datapoint_8 1701447378 1225898,000
offline_datapoint_2 1701447378 2798,000
offline_datapoint_23 1701447378 416522240,000
offline_datapoint_11 1701447378 364216320,000
offline_datapoint_0 1701447378 9852596224,000
offline_datapoint_6 1701447378 138174464,000
offline_datapoint_22 1701447378 3578,000
offline_datapoint_16 1701447376 21,985
offline_datapoint_5 1701447376 12356,386
offline_datapoint_18 1701447378 138174464,000
offline_datapoint_28 1701447376 3,331
offline_datapoint_17 1701447378 6014959616,000
offline_datapoint_4 1701447378 5822832640,000
offline_datapoint_3 1701447376 0,000
offline_datapoint_9 1701447376 10,609
offline_datapoint_21 1701447376 4,554
offline_datapoint_10 1701447376 3689,428
offline_datapoint_15 1701447378 0,000
offline_datapoint_27 1701447376 4134,451
offline_datapoint_13 1701447376 19718,587
offline_datapoint_25 1701447376 0,332
offline_datapoint_14 1701447376 13,990
offline_datapoint_7 1701447376 99,675
offline_datapoint_26 1701447376 7,328
offline_datapoint_19 1701447376 36632,381
offline_datapoint_1 1701447376 0,010
offline_datapoint_8 1701447381 1225898,000
offline_datapoint_2 1701447381 2804,000
offline_datapoint_23 1701447381 416522240,000
offline_datapoint_11 1701447381 364216320,000
offline_datapoint_0 1701447381 9853681664,000
offline_datapoint_6 1701447381 138235904,000
offline_datapoint_22 1701447381 3583,000
offline_datapoint_16 1701447379 0,335
offline_datapoint_5 1701447379 657,993
offline_datapoint_18 1701447381 138235904,000
offline_datapoint_28 1701447379 0,335
offline_datapoint_17 1701447381 6016380928,000
offline_datapoint_4 1701447381 5821681664,000
offline_datapoint_3 1701447379 0,261
offline_datapoint_9 1701447379 2,339
offline_datapoint_21 1701447379 1,569
offline_datapoint_10 1701447379 2294,944
offline_datapoint_15 1701447381 0,000
offline_datapoint_27 1701447379 2897,714
offline_datapoint_13 1701447379 131,532
offline_datapoint_25 1701447379 0,278
offline_datapoint_14 1701447379 7,698
offline_datapoint_7 1701447379 99,905
offline_datapoint_26 1701447379 5,020
offline_datapoint_19 1701447379 43764,870
offline_datapoint_1 1701447379 0,008
offline_datapoint_8 1701447384 1225898,000
offline_datapoint_2 1701447384 2804,000
offline_datapoint_23 1701447384 416522240,000
offline_datapoint_11 1701447384 364306432,000
offline_datapoint_0 1701447384 9852407808,000
offline_datapoint_6 1701447384 138301440,000
offline_datapoint_22 1701447384 3579,000
offline_datapoint_16 1701447382 5,327
offline_datapoint_5 1701447382 33,958
offline_datapoint_18 1701447384 138301440,000
offline_datapoint_28 1701447382 0,333
offline_datapoint_17 1701447384 6015303680,000
offline_datapoint_4 1701447384 5820735488,000
offline_datapoint_3 1701447382 0,000
offline_datapoint_9 1701447382 2,074
offline_datapoint_21 1701447382 1,170
offline_datapoint_10 1701447382 2255,545
offline_datapoint_15 1701447384 0,000
offline_datapoint_27 1701447382 2625,088
offline_datapoint_13 1701447382 31,295
offline_datapoint_25 1701447382 0,177
offline_datapoint_14 1701447382 17,645
offline_datapoint_7 1701447382 99,616
offline_datapoint_26 1701447382 1,332
offline_datapoint_19 1701447382 7622,038
offline_datapoint_1 1701447382 0,005
offline_datapoint_8 1701447387 1225898,000
offline_datapoint_2 1701447387 2800,000
offline_datapoint_23 1701447387 416579584,000
offline_datapoint_11 1701447387 364306432,000
offline_datapoint_0 1701447387 9853218816,000
offline_datapoint_6 1701447387 136728576,000
offline_datapoint_22 1701447387 3582,000
offline_datapoint_16 1701447385 0,000
offline_datapoint_5 1701447385 293,492
offline_datapoint_18 1701447387 136728576,000
offline_datapoint_28 1701447385 0,000
offline_datapoint_17 1701447387 6015340544,000
offline_datapoint_4 1701447387 5821157376,000
offline_datapoint_3 1701447385 0,000
offline_datapoint_9 1701447385 2,000
offline_datapoint_21 1701447385 1,038
offline_datapoint_10 1701447385 2151,167
offline_datapoint_15 1701447387 0,000
offline_datapoint_27 1701447385 2689,291
offline_datapoint_13 1701447385 69,800
offline_datapoint_25 1701447385 0,038
offline_datapoint_14 1701447385 7,645
offline_datapoint_7 1701447385 99,802
offline_datapoint_26 1701447385 0,665
offline_datapoint_19 1701447385 7301,565
offline_datapoint_1 1701447385 0,001
offline_datapoint_8 1701447390 1225898,000
offline_datapoint_2 1701447390 2802,000
offline_datapoint_23 1701447390 416591872,000
offline_datapoint_11 1701447390 364556288,000
offline_datapoint_0 1701447390 9852534784,000
offline_datapoint_6 1701447390 136953856,000
offline_datapoint_22 1701447390 3585,000
offline_datapoint_16 1701447388 29,724
offline_datapoint_5 1701447388 9858,504
offline_datapoint_18 1701447390 136953856,000
offline_datapoint_28 1701447388 4,008
offline_datapoint_17 1701447390 6015979520,000
offline_datapoint_4 1701447390 5821845504,000
offline_datapoint_3 1701447388 0,391
offline_datapoint_9 1701447388 14,918
offline_datapoint_21 1701447388 6,786
offline_datapoint_10 1701447388 3647,426
offline_datapoint_15 1701447390 0,000
offline_datapoint_27 1701447388 3999,110
offline_datapoint_13 1701447388 37283,165
offline_datapoint_25 1701447388 0,058
offline_datapoint_14 1701447388 4,342
offline_datapoint_7 1701447388 99,931
offline_datapoint_26 1701447388 0,668
offline_datapoint_19 1701447388 91923,692
offline_datapoint_1 1701447388 0,002
offline_datapoint_8 1701447393 1225898,000
offline_datapoint_2 1701447393 2816,000
offline_datapoint_23 1701447393 416600064,000
offline_datapoint_11 1701447393 364556288,000
offline_datapoint_0 1701447393 9857687552,000
offline_datapoint_6 1701447393 137232384,000
offline_datapoint_22 1701447393 3586,000
offline_datapoint_16 1701447391 5,341
offline_datapoint_5 1701447391 8252,743
offline_datapoint_18 1701447393 137228288,000
offline_datapoint_28 1701447391 0,668
offline_datapoint_17 1701447393 6018433024,000
offline_datapoint_4 1701447393 5832404992,000
offline_datapoint_3 1701447391 0,000
offline_datapoint_9 1701447391 5,734
offline_datapoint_21 1701447391 2,738
offline_datapoint_10 1701447391 3056,596
offline_datapoint_15 1701447393 0,000
offline_datapoint_27 1701447391 3737,620
offline_datapoint_13 1701447391 1278,923
offline_datapoint_25 1701447391 0,156
offline_datapoint_14 1701447391 11,350
offline_datapoint_7 1701447391 99,644
offline_datapoint_26 1701447391 4,340
offline_datapoint_19 1701447391 59572,706
offline_datapoint_1 1701447391 0,005
offline_datapoint_8 1701447396 1225898,000
offline_datapoint_2 1701447396 2819,000
offline_datapoint_23 1701447396 416604160,000
offline_datapoint_11 1701447396 364556288,000
offline_datapoint_0 1701447396 9857937408,000
offline_datapoint_6 1701447396 137007104,000
offline_datapoint_22 1701447396 3581,000
offline_datapoint_16 1701447394 0,000
offline_datapoint_5 1701447394 4621,023
offline_datapoint_18 1701447396 137007104,000
offline_datapoint_28 1701447394 0,000
offline_datapoint_17 1701447396 6019809280,000
offline_datapoint_4 1701447396 5833068544,000
offline_datapoint_3 1701447394 0,000
offline_datapoint_9 1701447394 7,225
offline_datapoint_21 1701447394 1,822
offline_datapoint_10 1701447394 3459,354
offline_datapoint_15 1701447396 0,000
offline_datapoint_27 1701447394 3222,156
offline_datapoint_13 1701447394 613,982
offline_datapoint_25 1701447394 0,092
offline_datapoint_14 1701447394 13,659
offline_datapoint_7 1701447394 102,780
offline_datapoint_26 1701447394 2,665
